University Name,Level,Program Name,Program URL,Start Date,App Deadline,Years,Tuition,PerYearTuitio
Huazhong University of Science and Technology,PhD,"Human Anatomy, Histology and Embryology",https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-human-anatomy-histology-embryology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Hydraulic Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-hydraulic-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Hygiene Toxicology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-hygiene-toxicology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Imaging and Nuclear Medicine,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-imaging-nuclear-medicine-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Immunology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-immunology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Industrial Economics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-industrial-economics-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Industrial Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-industrial-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Information and Communication Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-information-communication-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Inorganic Chemistry,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-inorganic-chemistry-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Internal Medicine,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-internal-medicine-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,International Trade,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-international-trade-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Land Resources Management,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-land-resources-management-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Management Science and Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-management-science-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Materialogy,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-materialogy-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,"Maternal, Child and Adolescent Health",https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-maternal-child-adolescent-health-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Mechanical Design and Theory,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-mechanical-design-theory-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Mechanical Manufacture and Automation,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-mechanical-manufacture-automation-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Mechatronic Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-mechatronic-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Medicinal Chemistry,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-medicinal-chemistry-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Microbiology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-microbiology-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Microelectronics and Solid State Electronics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-microelectronics-solid-state-electronics-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Municipal Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-municipal-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Nanoscience and Technology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-nanoscience-technology-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Neurology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-neurology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,New Energy Science and Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-new-energy-science-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Nursing,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-nursing-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Nutrition and Food Hygiene,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-nutrition-food-hygiene-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Obstetrics and Gynecology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-obstetrics-gynecology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Occupational and Environmental Health,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-occupational-environmental-health-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Oncology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-oncology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Ophthalmic Specialty,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-ophthalmic-specialty-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Optical Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-optical-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Organic Chemistry,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-organic-chemistry-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Otolaryngology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-otolaryngology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Pathology and Pathophysiology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-pathology-pathophysiology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Pediatrics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-pediatrics-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Pharmaceutical Analysis,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-pharmaceutical-analysis-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Pharmaceutics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-pharmaceutics-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Pharmacognosy,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-pharmacognosy-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Pharmacology,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-pharmacology-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Physical Chemistry,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-physical-chemistry-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Physical Electronics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-physical-electronics-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,"Population, Resources and Environmental Economics",https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-population-resources-environmental-economics-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Quantitative Economics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-quantitative-economics-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Regional Economics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-regional-economics-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Rehabilitation Medicine and Physical Therapy,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-rehabilitation-medicine-physical-therapy-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Sanitation Inspection and Quarantine,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-sanitation-inspection-quarantine-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Social Medicine and Health Management,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-social-medicine-health-management-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Statistics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-statistics-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Structural Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-structural-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Surgery,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-surgery-hust/,September or February,June 30th or January 15th,3,174000,58000
Huazhong University of Science and Technology,PhD,Thermal Power Engineering,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-thermal-power-engineering-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Western Economics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-western-economics-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,World Economy,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-world-economy-hust/,September or February,June 30th or January 15th,3,150000,50000
Huazhong University of Science and Technology,PhD,Probability and Mathematical Statistics,https://www.china-admissions.com/hust-huazhong-university-science-technology/programs/phd/phd-probability-mathematical-statistics-hust/,September or February,June 30th or January 15th,3,150000,50000
Northwest University (Xi'an),PhD,Chemistry,https://www.china-admissions.com/northwest-university-xian-china/programs/phd-in-chemistry-at-northwest-university-in-xian/,September 1st or March 1st,June 30th or December 30th,3,99000,33000
Northwest University (Xi'an),Non-degree,Chinese Language Program,https://www.china-admissions.com/northwest-university-xian-china/programs/study-chinese-at-northwest-university-in-xian/,September 1st or March 1st,June 30th or December 30th,0.5,7500,7500
Northwest University (Xi'an),Non-degree,Chinese Language Program,https://www.china-admissions.com/northwest-university-xian-china/programs/study-chinese-at-northwest-university-in-xian/,September 1st or March 1st,June 30th or December 30th,1,15000,15000
"Sino-British College, Shanghai",Bachelor's,China / UK Mixed Degree Programs,https://www.china-admissions.com/sino-british-college-shanghai/programs/china-uk-mixed-degrees/,September,September,3,240000,80000
"Sino-British College, Shanghai",Bachelor's,Events Management,https://www.china-admissions.com/sino-british-college-shanghai/programs/bachelors-events-management/,September,September,3,240000,80000
"Sino-British College, Shanghai",Bachelor's,Industrial Electronics and Control Engineering - LJMU,https://www.china-admissions.com/sino-british-college-shanghai/programs/bachelors-industrial-electronics-control-engineering/,September,September,3,240000,80000
"Sino-British College, Shanghai",Bachelor's,Manufacturing Systems Engineering - LJMU,https://www.china-admissions.com/sino-british-college-shanghai/programs/bachelors-manufacturing-systems-engineering-sino-british-college-shanghai/,September,September,3,240000,80000
"Sino-British College, Shanghai",Non-degree,English Foundation Year in Shanghai,https://www.china-admissions.com/sino-british-college-shanghai/programs/english-foundation-year/,September,September,1,80000,80000
"Sino-British College, Shanghai",Non-degree,Semester / 1 Year Exchange Program,https://www.china-admissions.com/sino-british-college-shanghai/programs/semester-exchange-program/,September or February,September,0.5,40000,40000
"Sino-British College, Shanghai",Non-degree,Semester / 1 Year Exchange Program,https://www.china-admissions.com/sino-british-college-shanghai/programs/semester-exchange-program/,September or February,September,1,80000,80000
Tsinghua University,Non-degree,Chinese Language Program,https://www.china-admissions.com/tsinghua-university/chinese-language-program-tsinghua-university/,September or February,June 8th or December 8th,0.5,12600,12600
Tsinghua University,Non-degree,Chinese Language Program,https://www.china-admissions.com/tsinghua-university/chinese-language-program-tsinghua-university/,September or February,June 8th or December 8th,1,25200,25200
Tsinghua University,Non-degree,Chinese Language Program,https://www.china-admissions.com/tsinghua-university/chinese-language-program-tsinghua-university/,September or February,June 8th or December 8th,2,50400,25200
Tsinghua University,Master's,LL.M. in Chinese Law,https://www.china-admissions.com/tsinghua-university/programs/llm-in-chinese-law/,August or February,31-Mar,1,146000,146000
Tsinghua University,Master's,Semester Program in Chinese Law,https://www.china-admissions.com/tsinghua-university/programs/semester-program-in-chinese-law/,August or February,31-Mar,0.5,73000,73000
University of International Business and Economics,Non-degree,Chinese Language,https://www.china-admissions.com/uibe-university-international-business-economics/programs/chinese-language-program-at-uibe/,September or March,June 10th or December 10th,variable,variable,variable
University of International Business and Economics,Non-degree,Semester Program,https://www.china-admissions.com/uibe-university-international-business-economics/programs/semester-program/,September,June,0.5,2500 per credit,2500 per credit
University of International Business and Economics,Bachelor's,Business Administration,https://www.china-admissions.com/uibe-university-international-business-economics/programs/bachelors/bachelors-business-uibe/,September,May 20th,4,199000,49750
University of International Business and Economics,Bachelor's,Economics,https://www.china-admissions.com/uibe-university-international-business-economics/programs/bachelors/bachelors-economics-uibe/,September,May 20th,4,199000,49750
University of International Business and Economics,Bachelor's,Finance (International Finance and Investment) at the School of Banking and Finance,https://www.china-admissions.com/uibe-university-international-business-economics/programs/bachelors/bachelors-finance-banking-uibe/,September,May 20th,4,199000,49750
University of International Business and Economics,Bachelor's,Finance (School of International Trade and Economics),https://www.china-admissions.com/uibe-university-international-business-economics/programs/bachelors/bachelors-finance-trade-uibe/,September,May 20th,4,199000,49750
University of International Business and Economics,Bachelor's,Marketing,https://www.china-admissions.com/uibe-university-international-business-economics/programs/bachelors/bachelors-in-marketing/,September,May 20th,4,199000,49750
University of International Business and Economics,Bachelor's,International Politics,https://www.china-admissions.com/uibe-university-international-business-economics/programs/bachelors/bachelors-international-politics-uibe/,September,May 20th,4,199000,49750
University of International Business and Economics,Bachelor's,International Trade,https://www.china-admissions.com/uibe-university-international-business-economics/programs/bachelors/bachelors-international-trade-uibe/,September,May 20th,4,199000,49750
University of International Business and Economics,Bachelor's,International Business Law,https://www.china-admissions.com/uibe-university-international-business-economics/programs/bachelors/international-business-law-2/,September,May 20th,4,199000,49750
University of International Business and Economics,Master's,LLM in International Law,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/llm-international-civil-business-economic-law-uibe/,September or March,June 30th or November 30th,2,128640,65000
University of International Business and Economics,Master's,Actuarial Science and Risk Management,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/masters-actuarial-science-risk-management-uibe/,September or March,June 30th or November 30th,2,109880,60000
University of International Business and Economics,Master's,Applied Economics,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/masters-applied-economics-uibe/,September or March,June 30th or November 30th,2,99160,99160
University of International Business and Economics,Master's,Finance (International Finance and Investment) at the School of Banking and Finance,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/masters-finance-banking-uibe/,September or March,June 30th or November 30th,2,99160,99160
University of International Business and Economics,Master's,Finance at the School of International Trade and Economics,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/masters-finance-uibe/,September or March,June 30th or November 30th,2,99160,99160
University of International Business and Economics,Master's,International Business,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/masters-international-business-uibe/,September or March,June 30th or November 30th,2,99160,99160
University of International Business and Economics,Master's,International Development,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/masters-international-development-uibe/,September or March,June 30th or November 30th,2,99160,99160
University of International Business and Economics,Master's,International Relations,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/masters-international-international-relations-uibe/,September or March,June 30th or November 30th,2,99160,50000
University of International Business and Economics,Master's,Logistics Management,https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/masters-logistics-management-uibe/,September or March,June 30th or November 30th,2,99160,99160
University of International Business and Economics,Master's,MBA (International Master's of Business Administration),https://www.china-admissions.com/uibe-university-international-business-economics/programs/masters/mba-international-business-uibe/,September or March,June 30th or November 30th,2,128640,65000
University of International Business and Economics,PhD,Business Management,https://www.china-admissions.com/uibe-university-international-business-economics/programs/phd/phd-business-management-uibe/,September,June 15th,3,70000,36000
University of International Business and Economics,PhD,Economics,https://www.china-admissions.com/uibe-university-international-business-economics/programs/phd/phd-economics-uibe/,September,June 15th,3,70000,36000
University of International Business and Economics,PhD,Finance,https://www.china-admissions.com/uibe-university-international-business-economics/programs/phd/phd-finance-uibe/,September,June 15th,3,70000,36000
University of International Business and Economics,PhD,"International, Civil and Business Law",https://www.china-admissions.com/uibe-university-international-business-economics/programs/phd/phd-international-civil-business-law-uibe/,September,June 15th,3,70000,36000
Wuhan University,Master's,LLM International Law,https://www.china-admissions.com/wuhan-university/programs/masters/llm-international-law-wuhan-university/,September,15th June,2,65000,32500
Wuhan University,Master's,Anesthesiology,https://www.china-admissions.com/wuhan-university/programs/masters/masters-anesthesiology-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Clinical Laboratory Science,https://www.china-admissions.com/wuhan-university/programs/masters/masters-clinical-laboratory-science-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Emergency Medicine,https://www.china-admissions.com/wuhan-university/programs/masters/masters-emergency-medicine-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Geomatics,https://www.china-admissions.com/wuhan-university/programs/masters/masters-geomatics-wuhan-university/,September,15th June,2,70000,35000
Wuhan University,Master's,Gynaecology and Obstetrics,https://www.china-admissions.com/wuhan-university/programs/masters/masters-gynaecology-obstetrics-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Dermatology and Venereology,https://www.china-admissions.com/wuhan-university/programs/masters/masters-in-dermatology-and-venereology-at-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Internal Medicine,https://www.china-admissions.com/wuhan-university/programs/masters/masters-internal-medicine-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,International Relations,https://www.china-admissions.com/wuhan-university/programs/masters/masters-international-relations-wuhan-university/,September,15th June,2,65000,32500
Wuhan University,Master's,Neurology,https://www.china-admissions.com/wuhan-university/programs/masters/masters-neurology-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Oncology,https://www.china-admissions.com/wuhan-university/programs/masters/masters-oncology-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Ophthalmology,https://www.china-admissions.com/wuhan-university/programs/masters/masters-ophthalmology-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Otorhinolaryngology,https://www.china-admissions.com/wuhan-university/programs/masters/masters-otorhinolaryngology-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Paediatric,https://www.china-admissions.com/wuhan-university/programs/masters/masters-paediatric-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Radiology and Nuclear Medicine,https://www.china-admissions.com/wuhan-university/programs/masters/masters-radiology-nuclear-medicine-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Rehabilitation Medicine and Physiatry,https://www.china-admissions.com/wuhan-university/programs/masters/masters-rehabilitation-medicine-physiatry-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,Software Engineering,https://www.china-admissions.com/wuhan-university/programs/masters/masters-software-engineering-wuhan-university/,September,15th June,2,70000,35000
Wuhan University,Master's,Surgery,https://www.china-admissions.com/wuhan-university/programs/masters/masters-surgery-wuhan-university/,September,15th June,3,150000,50000
Wuhan University,Master's,International Business,https://www.china-admissions.com/wuhan-university/programs/masters/mba-international-business-wuhan-university/,September,15th June,2,65000,32500
Wuhan University,Bachelor's,MBBS Clinical Medicine,https://www.china-admissions.com/wuhan-university/programs/masters/mbbs-clinical-medicine-wuhan-university/,September,15th June,6,192000,32000
Wuhan University,PhD,Aesthetics,https://www.china-admissions.com/wuhan-university/programs/phd/phd-aesthetics-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Aetiological Biology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-aetiological-biology-wuhan-university/,September,15th June,3,165000,55000
Wuhan University,PhD,Analytical Chemistry,https://www.china-admissions.com/wuhan-university/programs/phd/phd-analytical-chemistry-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Anesthesiology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-anesthesiology-wuhan-university/,September,15th June,3,165000,55000
Wuhan University,PhD,Anthropotomy/ Histology and Embryology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-anthropotomy-histology-embryology-wuhan-university/,September,15th June,3,165000,55000
Wuhan University,PhD,Applied Chemistry,https://www.china-admissions.com/wuhan-university/programs/phd/phd-applied-chemistry-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Applied Computer Technology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-applied-computer-technology-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Applied Mathematics,https://www.china-admissions.com/wuhan-university/programs/phd/phd-applied-mathematics-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Archaeology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-archaeology-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Archives,https://www.china-admissions.com/wuhan-university/programs/phd/phd-archives-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Basic Principle of Marxism,https://www.china-admissions.com/wuhan-university/programs/phd/phd-basic-principles-marxism-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Biochemistry and Molecular Biology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-biochemistry-molecular-biology-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Botany,https://www.china-admissions.com/wuhan-university/programs/phd/phd-botany-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Cartography and Geographical Information System,https://www.china-admissions.com/wuhan-university/programs/phd/phd-cartography-geographical-information-system-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Chemical Biology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-chemical-biology-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Chinese Ancient Literature,https://www.china-admissions.com/wuhan-university/programs/phd/phd-chinese-ancient-literature-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Chinese and Foreign Political Systems,https://www.china-admissions.com/wuhan-university/programs/phd/phd-chinese-foreign-political-systems-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Chinese History,https://www.china-admissions.com/wuhan-university/programs/phd/phd-chinese-history-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Chinese Modern and Contemporary literature,https://www.china-admissions.com/wuhan-university/programs/phd/phd-chinese-modern-contemporary-literature-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Chinese Philology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-chinese-philology-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Chinese Traditional Philology and Textual Criticism,https://www.china-admissions.com/wuhan-university/programs/phd/phd-chinese-traditional-philology-textual-criticism-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Circuits & Systems,https://www.china-admissions.com/wuhan-university/programs/phd/phd-circuits-systems-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Civil and Commercial Law,https://www.china-admissions.com/wuhan-university/programs/phd/phd-civil-commercial-law-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Clinical Laboratory Science,https://www.china-admissions.com/wuhan-university/programs/phd/phd-clinical-laboratory-science-wuhan-university/,September,15th June,3,165000,55000
Wuhan University,PhD,Communication and Information System,https://www.china-admissions.com/wuhan-university/programs/phd/phd-communication-information-system-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Comparative Literature and World Literature,https://www.china-admissions.com/wuhan-university/programs/phd/phd-comparative-literature-world-literature-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Computational Mathematics,https://www.china-admissions.com/wuhan-university/programs/phd/phd-computational-mathematics-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Computer Software and Theory,https://www.china-admissions.com/wuhan-university/programs/phd/phd-computer-software-theory-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Computer System Architecture,https://www.china-admissions.com/wuhan-university/programs/phd/phd-computer-system-architecture-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Constitutional Law and Executive Law,https://www.china-admissions.com/wuhan-university/programs/phd/phd-constitutional-law-executive-law-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,"Construction, Operation and Management for Power Systems",https://www.china-admissions.com/wuhan-university/programs/phd/phd-construction-operation-management-power-systems-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Criminal Law,https://www.china-admissions.com/wuhan-university/programs/phd/phd-criminal-law-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Dermatology and Venereology,https://www.china-admissions.com/wuhan-university/programs/phd/phd-dermatology-venereology-wuhan-university/,September,15th June,3,165000,55000
Wuhan University,PhD,Digital Media,https://www.china-admissions.com/wuhan-university/programs/phd/phd-digital-media-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Disaster Prevention and Reduction Engineering,https://www.china-admissions.com/wuhan-university/programs/phd/phd-disaster-prevention-reduction-engineering-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,E-Commerce,https://www.china-admissions.com/wuhan-university/programs/phd/phd-e-commerce-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Economics Law,https://www.china-admissions.com/wuhan-university/programs/phd/phd-economics-law-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Economics of Population Resources and Environment,https://www.china-admissions.com/wuhan-university/programs/phd/phd-economics-population-resources-environment-wuhan-university/,September,15th June,3,105000,35000
Wuhan University,PhD,Educational Economics and Management,https://www.china-admissions.com/wuhan-university/programs/phd/phd-educational-economics-management-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Endodontics,https://www.china-admissions.com/wuhan-university/programs/phd/phd-endodontics-wuhan-university/,September,15th June,3,165000,55000
Wuhan University,PhD,Engineering Mechanics,https://www.china-admissions.com/wuhan-university/programs/phd/phd-engineering-mechanics-wuhan-university/,September,15th June,3,135000,45000
Wuhan University,PhD,Enterprise Management,https://www.china-admissions.com/wuhan-university/programs/phd/phd-enterprise-management-wuhan-university-2/,September,15th June,3,105000,35000
Wuhan University,PhD,Ethics,https://www.china-admissions.com/wuhan-university/programs/phd/phd-ethics-wuhan-university/,September,15th June,3,105000,35000
